Symbol,CompanyName,Date,Open,High,Low,Close,Volume,AdjClose
AAPL,Apple Inc.,4/10/2025 4:45:06 PM,266.24,268.25,260.91,261.03,21279326,261.03
AAPL,Apple Inc.,4/11/2025 4:45:06 PM,261.03,263.97,256.92,262.73,10698039,262.73
AAPL,Apple Inc.,4/14/2025 4:45:06 PM,262.73,276.23,258.59,273,3894770,273
AAPL,Apple Inc.,4/15/2025 4:45:06 PM,273,284.55,271.07,282.03,7330858,282.03
AAPL,Apple Inc.,4/16/2025 4:45:06 PM,282.03,282.11,265.41,270.31,33258731,270.31
AAPL,Apple Inc.,4/17/2025 4:45:06 PM,270.31,272.14,261.28,263.75,12314966,263.75
AAPL,Apple Inc.,4/18/2025 4:45:06 PM,263.75,264.02,258.11,259.36,8580222,259.36
AAPL,Apple Inc.,4/21/2025 4:45:06 PM,259.36,275.35,258.25,270.57,29667664,270.57
AAPL,Apple Inc.,4/22/2025 4:45:06 PM,270.57,273.81,258.92,263.99,38777870,263.99
AAPL,Apple Inc.,4/23/2025 4:45:06 PM,263.99,274.48,261.2,272.36,39226940,272.36
AAPL,Apple Inc.,4/24/2025 4:45:06 PM,272.36,274.23,266.3,268.07,8405449,268.07
AAPL,Apple Inc.,4/25/2025 4:45:06 PM,268.07,278.3,262.81,278.23,38542201,278.23
AAPL,Apple Inc.,4/28/2025 4:45:06 PM,278.23,288.23,274.67,284.21,37179488,284.21
AAPL,Apple Inc.,4/29/2025 4:45:06 PM,284.21,288.47,283.49,284.45,48291082,284.45
AAPL,Apple Inc.,4/30/2025 4:45:06 PM,284.45,300.79,283.99,296.1,26176825,296.1
AAPL,Apple Inc.,5/1/2025 4:45:06 PM,296.1,314.67,294.53,310.73,1360908,310.73
AAPL,Apple Inc.,5/2/2025 4:45:06 PM,310.73,311.99,301.99,306.92,12389401,306.92
AAPL,Apple Inc.,5/5/2025 4:45:06 PM,306.92,310.5,304.61,306.52,35063090,306.52
AAPL,Apple Inc.,5/6/2025 4:45:06 PM,306.52,307.29,304.13,306.06,45761818,306.06
AAPL,Apple Inc.,5/7/2025 4:45:06 PM,306.06,308,288.99,291.04,16756677,291.04
AAPL,Apple Inc.,5/8/2025 4:45:06 PM,291.04,293.81,276.06,278.51,12068400,278.51
AAPL,Apple Inc.,5/9/2025 4:45:06 PM,278.51,281.16,270.97,271.39,27960094,271.39
AAPL,Apple Inc.,5/12/2025 4:45:06 PM,271.39,276.79,265.97,270.63,2263639,270.63
AAPL,Apple Inc.,5/13/2025 4:45:06 PM,270.63,270.71,261.28,265.45,35755530,265.45
AAPL,Apple Inc.,5/14/2025 4:45:06 PM,265.45,267.16,250.32,254.26,34119860,254.26
AAPL,Apple Inc.,5/15/2025 4:45:06 PM,254.26,258.07,245.5,246.88,7450811,246.88
AAPL,Apple Inc.,5/16/2025 4:45:06 PM,246.88,251.54,243.03,244.27,19756610,244.27
AAPL,Apple Inc.,5/19/2025 4:45:06 PM,244.27,245.31,236.98,241.6,30044112,241.6
AAPL,Apple Inc.,5/20/2025 4:45:06 PM,241.6,245.27,238.01,240.14,26430297,240.14
AAPL,Apple Inc.,5/21/2025 4:45:06 PM,240.14,240.33,229.23,232.78,45178857,232.78
AAPL,Apple Inc.,5/22/2025 4:45:06 PM,232.78,233.95,220.67,224.08,25081065,224.08
AAPL,Apple Inc.,5/23/2025 4:45:06 PM,224.08,230.36,222.35,229.05,24005037,229.05
AAPL,Apple Inc.,5/26/2025 4:45:06 PM,229.05,231.83,221.61,225.37,34646239,225.37
AAPL,Apple Inc.,5/27/2025 4:45:06 PM,225.37,229.4,224.87,226.34,16680135,226.34
AAPL,Apple Inc.,5/28/2025 4:45:06 PM,226.34,227.74,215.8,219.45,15730472,219.45
AAPL,Apple Inc.,5/29/2025 4:45:06 PM,219.45,222.5,212.67,213.35,13708357,213.35
AAPL,Apple Inc.,5/30/2025 4:45:06 PM,213.35,214.5,201.14,203.53,27945470,203.53
AAPL,Apple Inc.,6/2/2025 4:45:06 PM,203.53,206.07,201.43,204.98,2889607,204.98
AAPL,Apple Inc.,6/3/2025 4:45:06 PM,204.98,209.8,202.73,206.2,47914519,206.2
AAPL,Apple Inc.,6/4/2025 4:45:06 PM,206.2,219.7,204.51,216.29,6303930,216.29
AAPL,Apple Inc.,6/5/2025 4:45:06 PM,216.29,220.94,216.1,217.53,39433569,217.53
AAPL,Apple Inc.,6/6/2025 4:45:06 PM,217.53,218.7,214.66,214.87,38415422,214.87
AAPL,Apple Inc.,6/9/2025 4:45:06 PM,214.87,218.57,213.48,218.03,44368350,218.03
AAPL,Apple Inc.,6/10/2025 4:45:06 PM,218.03,220.05,208.79,211.67,22187177,211.67
AAPL,Apple Inc.,6/11/2025 4:45:06 PM,211.67,213.79,201.21,203.05,23198949,203.05
AAPL,Apple Inc.,6/12/2025 4:45:06 PM,203.05,210.58,199.4,207.11,4549965,207.11
AAPL,Apple Inc.,6/13/2025 4:45:06 PM,207.11,210.41,198.13,198.63,33862249,198.63
AAPL,Apple Inc.,6/16/2025 4:45:06 PM,198.63,199.24,189.94,191.21,20985136,191.21
AAPL,Apple Inc.,6/17/2025 4:45:06 PM,191.21,201.71,188.37,198.83,22473625,198.83
AAPL,Apple Inc.,6/18/2025 4:45:06 PM,198.83,203.34,195.32,201.83,38749032,201.83
AAPL,Apple Inc.,6/19/2025 4:45:06 PM,201.83,205.15,192.62,196.16,22884487,196.16
AAPL,Apple Inc.,6/20/2025 4:45:06 PM,196.16,207.45,192.9,204.87,5774807,204.87
AAPL,Apple Inc.,6/23/2025 4:45:06 PM,204.87,205.35,195.15,198.58,24920697,198.58
AAPL,Apple Inc.,6/24/2025 4:45:06 PM,198.58,202.38,193.73,195.32,36323714,195.32
AAPL,Apple Inc.,6/25/2025 4:45:06 PM,195.32,206.79,192.61,202.85,29466744,202.85
AAPL,Apple Inc.,6/26/2025 4:45:06 PM,202.85,204.39,193.1,195.59,25121561,195.59
AAPL,Apple Inc.,6/27/2025 4:45:06 PM,195.59,205.02,191.73,201.33,24768660,201.33
AAPL,Apple Inc.,6/30/2025 4:45:06 PM,201.33,206.73,198.18,205.74,36165999,205.74
AAPL,Apple Inc.,7/1/2025 4:45:06 PM,205.74,211.03,204.78,208.19,43987284,208.19
AAPL,Apple Inc.,7/2/2025 4:45:06 PM,208.19,219.17,207.65,217.21,23522499,217.21
AAPL,Apple Inc.,7/3/2025 4:45:06 PM,217.21,227.47,215.13,227.34,1453266,227.34
AAPL,Apple Inc.,7/4/2025 4:45:06 PM,227.34,231.17,222.24,222.56,47130764,222.56
AAPL,Apple Inc.,7/7/2025 4:45:06 PM,222.56,222.66,216.03,218.44,34310857,218.44
AAPL,Apple Inc.,7/8/2025 4:45:06 PM,218.44,223.74,215.7,222.4,42147059,222.4
AAPL,Apple Inc.,7/9/2025 4:45:06 PM,222.4,224.23,212.6,215.41,2394960,215.41
AAPL,Apple Inc.,7/10/2025 4:45:06 PM,215.41,220.03,213.78,218.52,47632232,218.52
AAPL,Apple Inc.,7/11/2025 4:45:06 PM,218.52,219.16,211.18,214.92,33069766,214.92
AAPL,Apple Inc.,7/14/2025 4:45:06 PM,214.92,222.04,211.54,219.71,22248178,219.71
AAPL,Apple Inc.,7/15/2025 4:45:06 PM,219.71,228.29,217.01,227.23,6525266,227.23
AAPL,Apple Inc.,7/16/2025 4:45:06 PM,227.23,239.32,226.31,236.35,47589323,236.35
AAPL,Apple Inc.,7/17/2025 4:45:06 PM,236.35,244.69,235.55,244.47,35140977,244.47
AAPL,Apple Inc.,7/18/2025 4:45:06 PM,244.47,249.59,244.29,249.08,16599851,249.08
AAPL,Apple Inc.,7/21/2025 4:45:06 PM,249.08,251.04,234.67,237.96,26609811,237.96
AAPL,Apple Inc.,7/22/2025 4:45:06 PM,237.96,245.56,234.08,245.07,31436778,245.07
AAPL,Apple Inc.,7/23/2025 4:45:06 PM,245.07,251.39,241.77,248.77,7997028,248.77
AAPL,Apple Inc.,7/24/2025 4:45:06 PM,248.77,262.72,247.68,260.55,39411824,260.55
AAPL,Apple Inc.,7/25/2025 4:45:06 PM,260.55,261.17,249.39,253.64,22902465,253.64
AAPL,Apple Inc.,7/28/2025 4:45:06 PM,253.64,261.02,248.88,258.36,28321303,258.36
AAPL,Apple Inc.,7/29/2025 4:45:06 PM,258.36,261.99,249.9,250.83,30344706,250.83
AAPL,Apple Inc.,7/30/2025 4:45:06 PM,250.83,254.25,241.4,242.68,12442901,242.68
AAPL,Apple Inc.,7/31/2025 4:45:06 PM,242.68,245.35,230.43,233.23,17086882,233.23
AAPL,Apple Inc.,8/1/2025 4:45:06 PM,233.23,242.42,230.27,241.14,37361533,241.14
AAPL,Apple Inc.,8/4/2025 4:45:06 PM,241.14,245.93,236.97,239.18,19385954,239.18
AAPL,Apple Inc.,8/5/2025 4:45:06 PM,239.18,250.34,234.51,250.04,21880251,250.04
AAPL,Apple Inc.,8/6/2025 4:45:06 PM,250.04,260.2,247.73,258.21,28896224,258.21
AAPL,Apple Inc.,8/7/2025 4:45:06 PM,258.21,261.25,248.93,252.12,27360661,252.12
AAPL,Apple Inc.,8/8/2025 4:45:06 PM,252.12,252.8,249.43,251.01,5725034,251.01
AAPL,Apple Inc.,8/11/2025 4:45:06 PM,251.01,262.56,248.77,261.43,48505251,261.43
AAPL,Apple Inc.,8/12/2025 4:45:06 PM,261.43,263.73,255.07,255.23,21730302,255.23
AAPL,Apple Inc.,8/13/2025 4:45:06 PM,255.23,267.99,250.41,263.3,48533676,263.3
AAPL,Apple Inc.,8/14/2025 4:45:06 PM,263.3,263.8,262.73,262.88,34946277,262.88
AAPL,Apple Inc.,8/15/2025 4:45:06 PM,262.88,265.84,248.12,251.15,8287281,251.15
AAPL,Apple Inc.,8/18/2025 4:45:06 PM,251.15,260.71,247.27,256.81,39651332,256.81
AAPL,Apple Inc.,8/19/2025 4:45:06 PM,256.81,260.37,244.77,249.61,26532953,249.61
AAPL,Apple Inc.,8/20/2025 4:45:06 PM,249.61,260.39,245.26,260.06,35544132,260.06
AAPL,Apple Inc.,8/21/2025 4:45:06 PM,260.06,274.71,255.76,271.78,10902220,271.78
AAPL,Apple Inc.,8/22/2025 4:45:06 PM,271.78,275.76,271.17,273.07,26177302,273.07
AAPL,Apple Inc.,8/25/2025 4:45:06 PM,273.07,276.1,257,260.17,46871995,260.17
AAPL,Apple Inc.,8/26/2025 4:45:06 PM,260.17,262.73,258.21,258.65,9271854,258.65
AAPL,Apple Inc.,8/27/2025 4:45:06 PM,258.65,265.12,256.15,260.23,44750388,260.23
AAPL,Apple Inc.,8/28/2025 4:45:06 PM,260.23,261.89,258.3,261.03,8660859,261.03
AAPL,Apple Inc.,8/29/2025 4:45:06 PM,261.03,264.46,255.69,259.58,28877591,259.58
AAPL,Apple Inc.,9/1/2025 4:45:06 PM,259.58,262.23,256.22,258.83,37902126,258.83
AAPL,Apple Inc.,9/2/2025 4:45:06 PM,258.83,260.07,246.26,246.36,47341659,246.36
AAPL,Apple Inc.,9/3/2025 4:45:06 PM,246.36,250.43,239.96,240.66,28517490,240.66
AAPL,Apple Inc.,9/4/2025 4:45:06 PM,240.66,241.09,238.9,239.48,9387947,239.48
AAPL,Apple Inc.,9/5/2025 4:45:06 PM,239.48,243.48,229.47,231.07,36668440,231.07
AAPL,Apple Inc.,9/8/2025 4:45:06 PM,231.07,237.33,226.63,233.59,48977070,233.59
AAPL,Apple Inc.,9/9/2025 4:45:06 PM,233.59,240.04,232.78,235.43,39462003,235.43
AAPL,Apple Inc.,9/10/2025 4:45:06 PM,235.43,238.59,224.15,227.6,44610471,227.6
AAPL,Apple Inc.,9/11/2025 4:45:06 PM,227.6,235.65,227.41,233.12,26296890,233.12
AAPL,Apple Inc.,9/12/2025 4:45:06 PM,233.12,237.11,218.53,222.62,10888322,222.62
AAPL,Apple Inc.,9/15/2025 4:45:06 PM,222.62,223.24,218,222,37015868,222
AAPL,Apple Inc.,9/16/2025 4:45:06 PM,222,232.74,220.04,228.52,22613772,228.52
AAPL,Apple Inc.,9/17/2025 4:45:06 PM,228.52,229.43,218.08,218.11,30800781,218.11
AAPL,Apple Inc.,9/18/2025 4:45:06 PM,218.11,218.21,209.86,213.97,33863838,213.97
AAPL,Apple Inc.,9/19/2025 4:45:06 PM,213.97,217.33,213.22,215.07,2898058,215.07
AAPL,Apple Inc.,9/22/2025 4:45:06 PM,215.07,216.08,202.53,205.73,30306193,205.73
AAPL,Apple Inc.,9/23/2025 4:45:06 PM,205.73,206.78,193.62,196.85,45462198,196.85
AAPL,Apple Inc.,9/24/2025 4:45:06 PM,196.85,199.23,187.47,187.93,15317547,187.93
AAPL,Apple Inc.,9/25/2025 4:45:06 PM,187.93,196.36,186.97,195.79,24005618,195.79
AAPL,Apple Inc.,9/26/2025 4:45:06 PM,195.79,204.55,195.06,203.63,33156850,203.63
AAPL,Apple Inc.,9/29/2025 4:45:06 PM,203.63,207.39,200.61,204.39,48393631,204.39
AAPL,Apple Inc.,9/30/2025 4:45:06 PM,204.39,208.34,202.02,207.72,36307465,207.72
AAPL,Apple Inc.,10/1/2025 4:45:06 PM,207.72,211.01,203.71,209.45,26675977,209.45
AAPL,Apple Inc.,10/2/2025 4:45:06 PM,209.45,217.02,208.88,213.27,12642995,213.27
AAPL,Apple Inc.,10/3/2025 4:45:06 PM,213.27,214.56,207.5,210.3,27384351,210.3
AAPL,Apple Inc.,10/6/2025 4:45:06 PM,210.3,212.55,200.37,201.96,22521514,201.96
AAPL,Apple Inc.,10/7/2025 4:45:06 PM,201.96,204.85,190.77,193.44,9063961,193.44
AAPL,Apple Inc.,10/8/2025 4:45:06 PM,193.44,200.54,190.46,198.59,16994730,198.59
AAPL,Apple Inc.,10/9/2025 4:45:06 PM,198.59,200.65,193.46,195.42,17285537,195.42
AAPL,Apple Inc.,10/10/2025 4:45:06 PM,195.42,198.59,191.65,195.3,46023152,195.3
AAPL,Apple Inc.,10/13/2025 4:45:06 PM,195.3,199.12,194.03,198.73,34067917,198.73
AAPL,Apple Inc.,10/14/2025 4:45:06 PM,198.73,203.92,196.31,201.51,2902450,201.51
AAPL,Apple Inc.,10/15/2025 4:45:06 PM,201.51,201.58,191.2,191.62,30307008,191.62
AAPL,Apple Inc.,10/16/2025 4:45:06 PM,191.62,195.23,189.5,192.74,1132133,192.74
AAPL,Apple Inc.,10/17/2025 4:45:06 PM,192.74,193.9,186.27,189.64,47451061,189.64
AAPL,Apple Inc.,10/20/2025 4:45:06 PM,189.64,191.22,185.26,188.87,5545167,188.87
AAPL,Apple Inc.,10/21/2025 4:45:06 PM,188.87,193.23,188.18,190.79,9067953,190.79
AAPL,Apple Inc.,10/22/2025 4:45:06 PM,190.79,193.86,185.66,188.46,27928901,188.46
AAPL,Apple Inc.,10/23/2025 4:45:06 PM,188.46,191.28,182.75,185.96,1237189,185.96
AAPL,Apple Inc.,10/24/2025 4:45:06 PM,185.96,188.64,177.69,180.58,24548130,180.58
AAPL,Apple Inc.,10/27/2025 4:45:06 PM,180.58,182.93,172.92,173.46,37655478,173.46
AAPL,Apple Inc.,10/28/2025 4:45:06 PM,173.46,174.06,168.78,171.41,34980252,171.41
AAPL,Apple Inc.,10/29/2025 4:45:06 PM,171.41,181.17,168,179.38,10431802,179.38
AAPL,Apple Inc.,10/30/2025 4:45:06 PM,179.38,190.65,177.73,186.96,13743993,186.96
AAPL,Apple Inc.,10/31/2025 4:45:06 PM,186.96,187.82,180.05,180.31,1073311,180.31
AAPL,Apple Inc.,11/3/2025 4:45:06 PM,180.31,181.91,176.4,178.76,11055345,178.76
AAPL,Apple Inc.,11/4/2025 4:45:06 PM,178.76,180.76,173.92,174.73,40715001,174.73
AAPL,Apple Inc.,11/5/2025 4:45:06 PM,174.73,181.66,171.96,179.69,31361039,179.69
AAPL,Apple Inc.,11/6/2025 4:45:06 PM,179.69,181.2,176.66,179.73,40605937,179.73
AAPL,Apple Inc.,11/7/2025 4:45:06 PM,179.73,180.47,172.93,175.42,22029774,175.42
AAPL,Apple Inc.,11/10/2025 4:45:06 PM,175.42,183.7,174.72,181.92,44081831,181.92
AAPL,Apple Inc.,11/11/2025 4:45:06 PM,181.92,189.64,179.64,187.57,19631658,187.57
AAPL,Apple Inc.,11/12/2025 4:45:06 PM,187.57,189.83,180.44,183.6,48986310,183.6
AAPL,Apple Inc.,11/13/2025 4:45:06 PM,183.6,189.25,183.36,186.28,33369726,186.28
AAPL,Apple Inc.,11/14/2025 4:45:06 PM,186.28,199.12,184.52,195.41,41319289,195.41
AAPL,Apple Inc.,11/17/2025 4:45:06 PM,195.41,207.95,191.85,204.04,21441638,204.04
AAPL,Apple Inc.,11/18/2025 4:45:06 PM,204.04,209.82,201.22,208.26,26187417,208.26
AAPL,Apple Inc.,11/19/2025 4:45:06 PM,208.26,210.97,200.86,200.86,46955590,200.86
AAPL,Apple Inc.,11/20/2025 4:45:06 PM,200.86,203.86,200.33,201.27,46260189,201.27
AAPL,Apple Inc.,11/21/2025 4:45:06 PM,201.27,204.42,194.6,196.15,36438548,196.15
AAPL,Apple Inc.,11/24/2025 4:45:06 PM,196.15,208.1,194.1,204.62,9863691,204.62
AAPL,Apple Inc.,11/25/2025 4:45:06 PM,204.62,211.84,200.64,208.45,35527838,208.45
AAPL,Apple Inc.,11/26/2025 4:45:06 PM,208.45,209.21,201.79,205.15,16179777,205.15
AAPL,Apple Inc.,11/27/2025 4:45:06 PM,205.15,213.65,203.15,209.92,45724818,209.92
AAPL,Apple Inc.,11/28/2025 4:45:06 PM,209.92,214.92,209.2,211.61,22400335,211.61
AAPL,Apple Inc.,12/1/2025 4:45:06 PM,211.61,219.75,210.61,219.25,32232683,219.25
AAPL,Apple Inc.,12/2/2025 4:45:06 PM,219.25,225.59,217.24,221.5,1094643,221.5
AAPL,Apple Inc.,12/3/2025 4:45:06 PM,221.5,225.83,219.66,225.19,11222507,225.19
AAPL,Apple Inc.,12/4/2025 4:45:06 PM,225.19,229.84,221.18,226.44,5448057,226.44
AAPL,Apple Inc.,12/5/2025 4:45:06 PM,226.44,229.74,221.7,224.98,44796979,224.98
AAPL,Apple Inc.,12/8/2025 4:45:06 PM,224.98,229.41,221.97,222.74,48173446,222.74
AAPL,Apple Inc.,12/9/2025 4:45:06 PM,222.74,233.34,221.83,230.16,31991206,230.16
AAPL,Apple Inc.,12/10/2025 4:45:06 PM,230.16,231.17,220.73,222.25,23691819,222.25
AAPL,Apple Inc.,12/11/2025 4:45:06 PM,222.25,228.97,218.42,224.67,41116715,224.67
AAPL,Apple Inc.,12/12/2025 4:45:06 PM,224.67,231.27,222.07,227.25,38463794,227.25
AAPL,Apple Inc.,12/15/2025 4:45:06 PM,227.25,231.67,223.76,223.93,10741237,223.93
AAPL,Apple Inc.,12/16/2025 4:45:06 PM,223.93,232.7,220.55,229.9,49130844,229.9
AAPL,Apple Inc.,12/17/2025 4:45:06 PM,229.9,243.25,227.71,241.33,42738357,241.33
AAPL,Apple Inc.,12/18/2025 4:45:06 PM,241.33,242.68,230.36,230.53,43898152,230.53
AAPL,Apple Inc.,12/19/2025 4:45:06 PM,230.53,242,226.82,240.69,45712585,240.69
AAPL,Apple Inc.,12/22/2025 4:45:06 PM,240.69,249.99,236.62,245.93,22962905,245.93
AAPL,Apple Inc.,12/23/2025 4:45:06 PM,245.93,258.12,242.98,253.3,30282211,253.3
AAPL,Apple Inc.,12/24/2025 4:45:06 PM,253.3,263.51,250.89,263.13,27994151,263.13
AAPL,Apple Inc.,12/25/2025 4:45:06 PM,263.13,268.21,251.2,253.94,22000891,253.94
AAPL,Apple Inc.,12/26/2025 4:45:06 PM,253.94,270.47,252.94,265.3,11962583,265.3
AAPL,Apple Inc.,12/29/2025 4:45:06 PM,265.3,278.1,261.93,276.87,38213275,276.87
AAPL,Apple Inc.,12/30/2025 4:45:06 PM,276.87,286.34,274.6,283.55,17182772,283.55
AAPL,Apple Inc.,12/31/2025 4:45:06 PM,283.55,301.33,278.57,295.5,17757541,295.5
AAPL,Apple Inc.,1/1/2026 4:45:06 PM,295.5,299.43,282.83,283.1,26850013,283.1
AAPL,Apple Inc.,1/2/2026 4:45:06 PM,283.1,286.44,270.34,272.51,40914154,272.51
AAPL,Apple Inc.,1/5/2026 4:45:06 PM,272.51,273.36,258.66,259.15,46314021,259.15
AAPL,Apple Inc.,1/6/2026 4:45:06 PM,259.15,275.06,255.52,270.06,5273398,270.06
AAPL,Apple Inc.,1/7/2026 4:45:06 PM,270.06,279.87,265.05,276.51,48401519,276.51
AAPL,Apple Inc.,1/8/2026 4:45:06 PM,276.51,279.72,259.64,264.81,25237968,264.81
AAPL,Apple Inc.,1/9/2026 4:45:06 PM,264.81,265.27,253,256.63,16120395,256.63
AAPL,Apple Inc.,1/12/2026 4:45:06 PM,256.63,259.08,253.16,257.69,45169752,257.69
AAPL,Apple Inc.,1/13/2026 4:45:06 PM,257.69,258.38,247.47,249.82,24770879,249.82
AAPL,Apple Inc.,1/14/2026 4:45:06 PM,249.82,260.33,248.31,260.27,18521440,260.27
AAPL,Apple Inc.,1/15/2026 4:45:06 PM,260.27,264.21,259.16,262.21,39188972,262.21
AAPL,Apple Inc.,1/16/2026 4:45:06 PM,262.21,265.94,248.25,252.48,40929655,252.48
AAPL,Apple Inc.,1/19/2026 4:45:06 PM,252.48,261.49,249.49,259.81,16361143,259.81
AAPL,Apple Inc.,1/20/2026 4:45:06 PM,259.81,264.54,247.03,248.35,25486929,248.35
AAPL,Apple Inc.,1/21/2026 4:45:06 PM,248.35,255.85,246.68,253.05,2960956,253.05
AAPL,Apple Inc.,1/22/2026 4:45:06 PM,253.05,263.21,251.67,262.74,37284474,262.74
AAPL,Apple Inc.,1/23/2026 4:45:06 PM,262.74,263.75,258.4,262.23,39579182,262.23
AAPL,Apple Inc.,1/26/2026 4:45:06 PM,262.23,263.36,260.19,261.07,36602733,261.07
AAPL,Apple Inc.,1/27/2026 4:45:06 PM,261.07,264.05,253.98,255.99,35074363,255.99
AAPL,Apple Inc.,1/28/2026 4:45:06 PM,255.99,257,250.73,252.58,24532811,252.58
AAPL,Apple Inc.,1/29/2026 4:45:06 PM,252.58,257.09,243.66,246.21,11685450,246.21
AAPL,Apple Inc.,1/30/2026 4:45:06 PM,246.21,252.41,242.06,250.59,14914231,250.59
AAPL,Apple Inc.,2/2/2026 4:45:06 PM,250.59,264.88,246.6,259.83,18931552,259.83
AAPL,Apple Inc.,2/3/2026 4:45:06 PM,259.83,265.79,257.36,264.4,24724898,264.4
AAPL,Apple Inc.,2/4/2026 4:45:06 PM,264.4,266.9,252.53,254.05,46873564,254.05
AAPL,Apple Inc.,2/5/2026 4:45:06 PM,254.05,266.52,252.23,266.25,29135931,266.25
AAPL,Apple Inc.,2/6/2026 4:45:06 PM,266.25,270.85,257.01,257.05,24925915,257.05
AAPL,Apple Inc.,2/9/2026 4:45:06 PM,257.05,260.43,256.37,257.5,25109082,257.5
AAPL,Apple Inc.,2/10/2026 4:45:06 PM,257.5,261.91,245.48,249.43,49541377,249.43
GOOGL,Alphabet Inc.,2/11/2025 4:45:06 PM,307.39,307.77,293.02,293.71,18148127,293.71
GOOGL,Alphabet Inc.,2/12/2025 4:45:06 PM,293.71,299.11,289.31,292.14,21578874,292.14
